Festival;year;Notes;Stage name;Main genre;genres on Spotify
Isle of Wight;2017;;Rod Stewart;rock;adult standards,album rock,art rock,classic rock,folk christmas,folk rock,hard rock,mellow gold,rock,singer-songwriter,soft rock
Latitude;2011;;Paolo Nutini;pop;acoustic pop,folk-pop,neo mellow,pop,pop rock
cornbury festival;2007;;david gray;pop;acoustic pop,folk-pop,neo mellow,permanent wave,pop rock,singer-songwriter
cornbury festival;2010;;david gray;pop;acoustic pop,folk-pop,neo mellow,permanent wave,pop rock,singer-songwriter
Wireless;2006;;david gray;pop;acoustic pop,folk-pop,neo mellow,permanent wave,pop rock,singer-songwriter
cornbury festival;2012;;james morrison;pop;acoustic pop,folk christmas,folk-pop,neo mellow,pop,pop christmas,pop rock,viral pop
Latitude;2007;;Damien Rice;folk;acoustic pop,folk christmas,folk-pop,indie christmas,indie folk,indie pop,irish rock,neo mellow,pop christmas,singer-songwriter
end of the road festival;2006;;josh ritter;folk;acoustic pop,alternative country,anti-folk,chamber pop,deep new americana,folk,folk-pop,indie folk,indie pop,neo mellow,new americana,pop rock,progressive bluegrass,roots rock,singer-songwriter,stomp and holler
boardmasters;2010;;seasick steve;blues;acoustic blues,blues,blues-rock,country blues,delta blues,electric blues,garage rock,modern blues,punk blues,texas blues,traditional blues
boardmasters;2008;;groove armada;jazz;acid jazz,alternative dance,big beat,disco house,electronic,new rave,nu jazz,nu skool breaks,trip hop,vocal house
lovebox;2006;;groove armada;jazz;acid jazz,alternative dance,big beat,disco house,electronic,new rave,nu jazz,nu skool breaks,trip hop,vocal house
lovebox;2007;;groove armada;jazz;acid jazz,alternative dance,big beat,disco house,electronic,new rave,nu jazz,nu skool breaks,trip hop,vocal house
lovebox;2009;;groove armada;jazz;acid jazz,alternative dance,big beat,disco house,electronic,new rave,nu jazz,nu skool breaks,trip hop,vocal house
boardmasters;2010;;leftfield;electronic;acid house,big beat,britpop,downtempo,downtempo fusion,electronic,hip house,madchester,trip hop
cornbury festival;2011;;the faces;rock;0
cornbury festival;2015;;king b;hip hop;0
download;2006;;tool;metal;0
Glastonbury;1979;;Tim Blake - Crystal Machine;rock;0
Glastonbury;1992;;Carter U.S.M;rock;0
Glastonbury;2010;;Gorillaz;pop;0
lovebox;2005;;norman jay;soul;0
lovebox;2013;;plan b;hip hop;0
rewind;2010;;tony hadley;new wave;0
rewind;2011;;tony hadley;new wave;0
v festival;2017;;pink;pop;0
Wireless;2010;;pink;pop;0
